@relation 'numeric-weka.filters.unsupervised.attribute.Remove-R1-27,30-56,58-72,74-89,91-93,95-124,127-129,131-137,139-188,190-191,194-198,203-210,212-216,219-229'

@attribute Var28 numeric
@attribute Var29 numeric
@attribute Var57 numeric
@attribute Var73 numeric
@attribute Var90 numeric
@attribute Var94 numeric
@attribute Var125 numeric
@attribute Var126 numeric
@attribute Var130 numeric
@attribute Var138 numeric
@attribute Var189 numeric
@attribute Var192 numeric
@attribute Var193 numeric
@attribute Var199 numeric
@attribute Var200 numeric
@attribute Var201 numeric
@attribute Var202 numeric
@attribute Var211 numeric
@attribute Var217 numeric
@attribute Var218 numeric
@attribute Var230 {0,1}

@data
186.64,?,1.6116,84,?,51723,2511,4,?,?,246,393,17,5566,3834,2,4898,1,17508,1,0
220.48,?,1.8667,114,?,9435,38997,-12,?,?,186,84,1,6919,1966,0,5638,1,102,2,0
?,?,5.9308,10,?,?,?,-30,?,?,?,232,26,713,0,0,724,1,11945,2,0
220.08,?,4.216,26,?,?,0,-30,?,?,?,41,26,4016,0,0,675,1,4778,2,0
165.92,?,2.4258,50,?,?,68418,?,?,?,?,123,26,1478,1415,0,2262,1,12009,2,0
166.56,?,2.7565,90,?,124280,85482,?,?,?,?,118,6,5981,19281,2,976,1,11963,1,0
166.56,?,3.1953,46,?,?,38943,4,?,?,288,182,26,3642,0,0,4315,1,8522,2,0
0,?,3.5819,32,?,106000,1026,4,?,?,?,257,6,2566,0,0,1600,1,4056,2,0
286.96,?,1.4313,52,?,21048,30600,-24,?,?,?,108,26,2141,17081,0,5603,2,7631,2,0
20.08,?,3.8688,56,?,558,18378,4,?,?,?,70,26,1,12282,0,6068,1,8475,2,0
399.2,?,3.9408,18,?,8112,0,4,?,?,?,95,26,2791,0,0,3730,1,8301,1,0
299.52,?,1.3694,76,?,38283,83988,-10,?,?,348,279,26,2432,10028,0,3311,2,14940,2,0
252.88,?,2.4147,38,?,71355,2214,14,?,?,162,136,26,4639,0,0,1055,1,13203,1,1
166.56,?,5.5973,60,?,?,106250,?,?,?,360,362,26,5614,11496,0,1661,1,9458,2,0
?,?,6.4805,10,?,?,?,-22,?,?,174,91,26,414,0,0,2471,2,11970,2,0
200,?,6.0722,56,?,3186,720,32,?,?,?,90,6,3289,9483,0,4283,1,15382,2,0
?,?,3.4589,8,?,?,?,-16,?,0,?,357,26,1479,0,0,5057,2,13429,2,0
186.64,?,0.84085,130,?,477220,140740,?,?,?,?,241,1,5197,19632,0,5895,1,2928,2,0
292.08,?,1.7067,74,?,46530,34326,4,?,?,474,109,26,5922,2766,2,5816,1,15175,2,0
286.96,?,4.5091,40,?,?,22284,16,?,?,432,203,26,4767,0,0,4944,1,11808,1,0
320.4,?,3.8763,154,?,46707,11952,6,?,?,?,362,6,3895,22159,0,1560,1,3262,2,0
?,?,2.9821,10,?,?,?,-26,?,?,?,81,26,4990,0,0,3919,2,13119,1,0
286.96,?,5.1316,36,?,744,144,-26,?,?,?,45,26,6512,0,0,1155,1,2581,1,0
133.12,?,5.5334,60,?,88854,1053,?,?,?,?,43,26,8034,21935,2,4227,1,16582,1,0
?,0,2.6394,4,0,?,?,-20,?,?,?,81,26,5802,0,0,3575,2,17891,2,0
168.8,?,1.7458,76,?,342030,41247,26,?,?,?,382,26,1643,6549,0,3043,1,13050,2,0
133.12,?,6.3151,178,?,?,38250,-20,?,?,312,246,1,4702,12831,0,4226,2,7212,2,0
166.56,?,1.6843,202,?,?,16551,?,?,?,?,176,9,1218,0,0,3920,1,842,1,0
220.08,?,5.7599,30,?,?,35577,4,?,?,444,109,34,6822,0,0,2086,1,14839,2,0
220.48,?,0.60521,102,?,?,101610,4,?,?,?,307,1,2016,9121,0,5979,1,5798,2,0
178.8,?,3.1429,60,?,93243,819,4,?,?,228,389,26,7848,11428,0,4122,1,5482,1,0
186.64,?,6.0357,90,?,85659,14265,?,?,?,156,213,26,5932,5284,2,4442,1,1101,2,0
250.16,?,2.7308,138,?,108450,21699,?,?,?,?,43,1,754,6345,0,697,1,11770,2,0
200,?,6.9321,130,?,6501,25695,-30,?,?,?,210,1,6997,18792,2,2496,1,18028,1,0
186.64,?,0.5988,34,?,?,1071,?,?,?,?,105,48,614,0,0,5381,1,0,0,0
186.64,?,2.4211,34,?,?,12105,-18,?,?,276,131,26,4117,0,0,5444,2,10231,1,0
273.6,?,2.5114,172,?,386690,28683,-30,?,?,?,109,1,4797,15737,0,4250,1,18692,2,0
166.56,?,3.9045,122,?,5172,5382,?,?,?,?,226,1,3063,12710,2,1121,1,3460,1,0
166.56,?,3.3865,62,?,?,6327,?,?,?,294,0,26,873,10084,0,2525,1,12999,2,0
320,?,4.8957,126,?,870,95706,?,?,?,180,235,1,5568,20939,2,1142,1,6269,1,0
200,?,4.8703,50,?,?,31365,26,?,?,?,395,26,7891,21057,2,6099,1,9908,1,0
203.36,?,0.39607,132,?,2604,80037,?,?,?,360,246,1,2053,11291,0,1978,1,5411,2,0
166.56,?,3.4241,102,?,58548,7668,?,?,?,?,191,26,5935,16933,2,2145,1,6584,1,0
200,?,4.3939,134,?,135390,37440,?,?,?,228,10,1,1277,12402,2,2868,1,10667,2,0
166.56,?,1.543,94,?,?,36342,46,?,?,312,392,26,7863,1636,2,479,1,11651,1,0
253.52,?,4.0827,46,?,?,2952,-30,?,?,?,294,26,5197,0,0,4448,1,5276,1,0
320.8,?,1.1057,126,?,4266,2349,?,?,?,324,12,1,3415,11720,2,1550,1,13059,1,0
220.08,?,4.5806,44,?,?,4410,-30,?,?,?,366,26,6479,0,0,3785,1,4026,2,0
166.56,?,4.7864,130,?,103850,62316,?,?,?,336,147,1,7863,20015,2,5103,1,7444,2,0
166.56,?,1.2205,154,?,19947,45954,?,?,?,?,397,1,8105,18062,0,4947,1,17553,2,0
299.12,?,4.9519,156,?,45561,144720,?,?,?,288,358,1,401,9833,2,893,1,3066,1,1
173.28,?,5.2243,156,?,49587,6732,?,?,?,?,335,44,2061,7022,2,676,1,8339,1,0
?,0,1.0075,4,0,?,?,-20,?,?,?,244,26,2820,0,0,4956,2,9001,1,0
223.44,?,5.988,218,?,?,21987,?,?,?,?,246,49,4611,20945,2,132,1,9898,1,0
166.56,?,3.3585,116,?,672,64998,4,?,?,180,325,1,1062,3683,0,5853,1,12803,2,0
?,0,3.7671,4,0,?,?,-20,?,?,?,145,26,5493,0,0,478,2,6415,2,0
200,?,6.3668,50,?,?,22905,26,?,?,?,374,26,4743,8062,0,2381,1,14476,2,0
166.56,?,0.54347,122,?,?,39627,-20,?,?,354,191,1,4776,0,0,2145,2,6584,1,0
202,?,1.8139,174,?,5001,81954,?,?,?,330,21,45,2506,0,0,1912,1,17832,1,0
166.56,?,2.1675,108,?,24909,891,6,?,?,396,107,1,1665,0,0,4099,1,1523,2,0
290.48,?,1.417,64,?,528,612,?,?,?,?,115,26,414,14829,2,2167,1,14389,2,0
220.08,?,3.6509,132,?,?,38475,4,?,?,192,366,1,6502,0,0,1065,1,6060,2,0
133.12,?,5.4847,106,?,75510,41301,50,?,?,?,320,26,4837,19543,0,5021,1,2975,2,0
277.6,?,4.063,42,?,?,3690,?,?,?,216,135,26,3058,0,0,1670,1,10238,1,0
133.12,?,2.0855,76,?,38706,37431,?,?,?,?,348,26,8009,6439,2,868,1,4779,1,0
133.12,?,5.2279,208,?,?,4086,?,?,?,366,239,11,5566,8603,2,3955,1,5551,1,0
253.52,?,6.6063,22,?,2661,0,?,?,?,?,347,26,4117,0,0,2678,1,99,2,0
186.64,?,6.4706,48,?,?,28962,24,?,?,192,274,26,2501,12119,2,3009,1,10144,1,0
220.08,?,0.84362,108,?,13233,6228,54,?,?,?,44,1,1922,16389,2,2296,1,9433,1,0
347.52,?,3.5885,42,?,?,14679,18,?,?,288,51,26,147,0,0,1083,1,15300,1,0
220.08,?,1.1536,44,?,?,2178,20,?,?,252,80,26,6279,0,0,6099,1,9908,1,0
220.08,?,6.9539,48,?,?,38187,24,?,?,?,266,26,3609,17778,2,617,1,8461,1,0
?,?,2.7366,8,?,?,?,4,?,0,174,368,26,5568,0,0,1175,1,15497,2,0
186.64,?,1.4881,30,?,?,?,-30,?,?,?,166,26,1202,0,0,4559,1,2968,2,0
0,?,5.3254,100,?,?,81072,-20,?,?,?,18,26,5789,17601,0,2369,2,4872,1,0
226.8,?,6.1671,34,?,94866,99,-28,?,?,?,264,26,2053,0,0,4988,1,0,0,0
253.52,?,0.9201,20,?,?,0,-30,?,?,282,105,26,3992,0,0,4716,1,7233,1,0
200,?,2.132,90,?,116180,42930,?,?,?,?,294,26,5645,13681,2,5410,1,11114,1,0
254.64,?,1.3779,16,?,66696,0,4,?,?,?,23,26,5568,0,0,164,1,14420,2,0
166.56,?,1.5403,80,?,?,315,32,?,?,?,311,26,881,6945,2,4183,1,3765,1,0
220.08,?,1.8772,20,?,0,0,4,?,?,144,262,26,7514,0,0,5211,1,4466,2,0
444.8,?,1.4176,82,?,19803,17406,-2,?,?,240,75,26,7605,9108,0,3198,1,9245,2,0
226.72,?,4.5324,174,?,214200,52632,?,?,?,264,173,1,4702,19605,2,3525,1,12962,1,0
166.56,?,5.4796,28,?,?,0,-24,?,?,?,295,26,7863,0,0,5028,2,11270,1,0
166.56,?,6.106,32,?,62349,586240,8,?,?,?,306,26,6419,0,0,2821,1,9213,2,0
353.76,?,4.5127,206,?,9768,90216,-24,?,?,?,92,22,235,6133,0,5973,2,18766,1,0
186.64,?,0.56612,42,?,74463,23337,?,?,?,?,259,26,1573,0,0,4373,1,7468,2,0
166.56,?,3.9086,142,?,?,2592,?,?,?,?,126,37,1545,17546,2,5076,1,19126,1,0
166.56,?,4.1207,84,?,34539,21015,-22,?,?,?,105,26,764,22347,0,6035,2,1275,2,0
253.52,?,2.6101,34,?,?,49599,10,?,?,312,131,26,2950,0,0,1565,1,16550,2,0
133.12,?,3.0998,56,?,?,10575,30,?,?,186,172,26,2546,1072,0,5923,1,15731,1,0
266.88,?,3.3743,56,?,1786900,5751,-20,?,?,294,14,26,6166,11098,2,2131,2,7547,1,0
240.64,?,1.9192,62,?,?,57942,?,?,?,?,362,26,5525,17909,0,4601,1,14433,2,0
233.44,?,2.4794,82,?,9312,18414,-26,?,?,?,240,26,2616,14321,0,2602,1,8689,2,0
421.76,?,2.2258,168,?,581120,513,-24,?,?,?,125,1,3309,17235,2,3166,2,2468,1,0
166.56,?,6.8701,48,?,?,4842,?,?,?,?,306,26,6997,6506,0,5096,1,3592,2,0
0,?,2.4407,32,?,269480,81,4,?,?,300,359,26,2281,0,0,4455,1,8740,2,0
342.8,?,4.1929,24,?,83610,0,4,?,?,?,283,26,4611,0,0,5102,1,320,2,0
387.28,?,5.3324,74,?,181280,12195,4,?,?,264,155,26,713,11093,2,3910,1,5028,2,0
253.52,?,5.5101,20,?,1428,0,4,?,?,?,157,26,4062,0,0,1914,1,8097,1,0
166.56,?,0.28626,106,?,74703,22428,?,?,?,264,347,50,6419,6800,0,794,1,0,0,0
186.64,?,0.76373,62,?,28455,71109,?,?,?,186,257,26,1301,9277,0,3698,1,8224,2,0
220.08,?,0.41551,136,?,16521,61056,?,?,?,336,358,1,3098,13279,2,4453,1,3491,1,0
373.6,?,3.7868,42,?,419770,18855,?,?,?,?,395,26,4718,0,0,4962,1,9589,1,0
253.52,?,6.1337,56,?,?,2871,-22,?,?,?,146,26,6332,0,0,4984,2,13027,2,0
327.6,?,2.3655,14,?,349150,0,4,?,?,186,136,26,414,0,0,3714,1,9416,2,0
261.92,?,1.201,114,?,40131,33525,4,?,?,192,147,26,7460,596,2,4326,1,8870,2,0
255.76,?,5.3937,32,?,287970,54,8,?,?,?,395,26,5644,0,0,6095,1,11442,1,0
?,?,2.9996,10,?,?,?,4,?,?,318,294,26,5566,0,0,5468,1,18677,2,0
220.08,?,4.4858,42,?,?,135220,18,?,?,336,49,26,4837,0,0,2366,1,11234,1,0
200,?,0.83529,170,?,?,41382,?,?,?,384,359,1,5333,7700,0,504,1,2386,2,0
?,?,4.938,8,?,?,?,-16,?,0,294,267,26,4450,0,0,2401,2,7571,1,0
133.12,?,1.0808,86,?,?,9603,?,?,?,474,115,26,6822,4375,0,4740,1,5243,2,0
?,?,1.0414,8,?,?,?,?,?,0,?,309,26,1089,0,0,2602,1,9503,1,0
230.08,?,0.2461,58,?,?,9207,34,?,?,?,21,26,6407,12183,2,6066,1,19170,1,0
200,?,2.11,46,?,?,1449,20,?,?,246,359,26,6562,0,0,4168,1,3006,1,0
20.08,?,4.2606,34,?,1659,198,4,?,?,?,328,26,235,0,0,3096,1,15914,1,0
?,?,1.0147,6,?,?,?,?,0,?,?,118,26,1150,0,0,982,1,98,1,0
166.56,?,5.9274,134,?,123240,2700,?,?,?,294,295,1,1682,20853,2,1692,1,1071,2,0
233.44,?,6.862,18,?,206070,0,4,?,?,210,205,26,2527,0,0,4446,1,10322,2,0
196.64,?,4.9338,20,?,?,0,4,?,?,252,311,26,1543,0,0,2493,1,12997,2,0
256.16,?,5.2557,28,?,23292,0,4,?,?,?,228,26,2824,0,0,2619,1,16017,2,0
186.64,?,3.8932,38,?,244120,27027,4,?,?,306,49,26,5409,0,0,2052,1,1044,2,0
253.52,?,2.2446,36,?,?,0,-20,?,?,?,161,26,1150,0,0,1077,2,1436,1,0
157.12,?,6.3128,44,?,77262,36963,?,?,?,?,320,6,2506,0,0,5361,1,9378,1,0
166.56,?,3.4185,104,?,?,24804,-18,?,?,?,82,50,2304,0,0,3336,2,10307,1,0
286.96,?,2.2271,34,?,?,3582,-20,?,?,?,384,26,1909,0,0,4294,2,6782,2,0
186.64,?,4.3572,18,?,271910,0,4,?,?,?,205,26,1878,0,0,3682,1,5325,1,0
24.08,?,1.0786,12,?,?,0,-14,?,?,156,395,26,824,0,0,4751,2,11682,1,0
253.52,?,5.1982,60,?,0,6291,36,?,?,?,350,26,6897,14966,2,4668,1,13814,1,0
253.52,?,6.0171,72,?,8769,69939,-30,?,?,?,216,26,3237,13968,2,5300,1,9061,1,0
220.08,?,4.4918,16,?,519690,0,-24,?,?,?,202,26,6997,0,0,5026,2,6948,2,0
?,?,0.053835,8,?,?,?,4,?,0,?,253,26,6387,0,0,2206,1,16965,2,0
200,?,6.5629,40,?,72369,945,-28,?,?,?,5,26,4719,0,0,4360,1,2067,2,0
186.64,?,3.8263,134,?,472240,13590,4,?,?,282,183,1,1243,1168,2,5866,1,15244,2,0
320.4,?,3.859,76,?,53262,9990,8,?,?,?,99,26,1277,11619,0,4017,1,280,2,0
327.84,?,6.0919,18,?,?,0,-8,?,?,402,183,26,5432,0,0,754,2,1996,2,0
147.84,?,1.1893,12,?,?,0,4,?,?,?,232,26,4797,0,0,2819,1,0,0,0
200,?,0.91476,66,?,20625,257730,?,?,?,?,335,47,1543,4369,0,2386,1,7194,2,0
261.92,?,0.9938,130,?,276,117,30,?,?,?,80,37,1277,20381,2,3086,1,12868,1,0
220.08,?,2.2279,26,?,76953,0,4,?,?,366,254,26,6025,0,0,2312,1,3011,1,0
220.48,?,5.1207,104,?,?,9063,-30,?,?,186,157,26,1272,16884,0,80,1,14323,1,0
296.96,?,1.9827,74,?,36318,198,?,?,?,?,108,54,2316,4972,2,3957,1,8121,1,0
221.2,?,2.7671,22,?,?,0,4,?,?,?,375,26,5935,0,0,3956,1,221,1,0
?,?,5.7426,8,?,?,?,4,?,0,?,76,26,2710,0,0,5160,1,5279,2,0
262,?,0.96197,84,?,?,34101,-26,?,?,?,384,26,4797,12262,0,2619,1,14265,2,0
166.56,?,4.8479,120,?,10470,14733,54,?,?,?,49,1,7612,10627,2,1055,1,13203,1,0
364,?,5.828,44,?,?,11817,20,?,?,?,114,26,6279,0,0,4453,1,3491,1,0
220.08,?,4.1418,110,?,53148,47250,4,?,?,?,45,1,6082,0,0,2947,1,8845,1,0
286.96,?,4.3818,16,?,?,0,4,?,?,252,335,26,2316,0,0,5107,1,16474,2,0
268.88,?,4.6477,16,?,183740,0,-8,?,?,378,130,26,6822,0,0,3589,2,8500,1,0
166.56,?,4.244,20,?,0,0,4,?,?,348,41,26,888,0,0,1838,1,5531,1,0
220.08,?,0.38047,76,?,24678,576,28,?,?,210,209,15,4016,1667,2,146,1,1238,2,0
220.08,?,4.2284,20,?,?,0,4,?,?,?,233,26,5568,0,0,3463,1,8121,1,0
133.12,?,0.99658,138,?,?,1062,?,?,?,288,362,1,6025,22126,0,2744,1,4806,2,0
?,0,0.58492,4,0,?,?,?,?,?,234,136,26,7842,0,0,4173,1,13867,1,0
133.12,?,1.2123,134,?,198730,2322,?,?,?,?,83,1,4990,1416,2,1929,1,8867,1,0
200,?,5.1871,106,?,34395,8901,?,?,?,?,10,1,5922,9887,2,5889,1,9859,1,0
186.64,?,6.225,30,?,?,?,-24,?,?,342,131,26,873,0,0,2887,2,17,2,0
200,?,6.285,172,?,11277,8433,-24,?,?,?,136,1,4871,22017,0,3304,2,9466,1,0
286.96,?,1.4091,110,?,25296,70470,8,?,?,?,254,1,4743,2404,2,4218,1,10556,1,0
24.8,?,6.6044,12,?,?,0,-12,?,?,?,107,26,3638,0,0,1043,1,5440,1,0
254.16,?,6.3153,128,?,98283,16236,?,?,?,?,67,18,4837,0,0,4823,1,6177,1,0
253.52,?,0.41273,36,?,26040,38448,?,?,?,?,78,26,5566,0,0,5511,1,12036,2,0
255.84,?,6.3232,50,?,702,3357,-24,?,?,408,80,50,5487,21721,0,6099,2,9908,1,0
133.12,?,5.784,52,?,123,2601,-20,?,?,?,295,6,1655,0,0,4354,2,6265,2,0
22.08,?,5.2512,12,?,?,0,4,?,?,?,209,34,5393,0,0,1158,1,7529,2,0
198.8,?,4.2175,14,?,264310,0,4,?,?,210,45,26,4016,0,0,1202,1,18762,1,0
?,?,2.4285,6,?,?,?,-18,0,?,?,276,26,1644,0,0,3249,2,11033,2,0
253.52,?,5.7904,178,?,2145,112260,44,?,?,?,104,6,4837,20992,2,4751,1,11682,1,0
?,?,6.5631,6,?,?,?,-18,0,?,?,7,26,5645,0,0,5167,2,13770,2,0
200,?,3.3273,26,?,?,0,4,?,?,?,37,26,3382,0,0,4586,1,1637,2,0
253.52,?,3.5168,24,?,5529,0,?,?,?,?,246,26,4837,0,0,1162,1,12771,2,0
220.08,?,6.918,76,?,567,69498,?,?,?,222,358,26,1334,7853,2,1308,1,13944,1,0
340.48,?,6.2984,46,?,?,59958,?,?,?,?,247,26,2083,0,0,4452,1,12515,2,0
235.44,?,4.8445,170,?,24318,1323,-6,?,?,?,274,1,6997,4744,2,4031,2,14133,1,0
232.32,?,5.1859,146,?,2116700,8136,4,?,?,234,389,1,4412,19211,2,1364,1,1345,1,0
253.52,?,4.0899,34,?,1368,17010,?,?,?,?,306,26,6997,0,0,2744,1,12374,2,0
286.96,?,4.6155,62,?,24,77301,?,?,?,312,264,26,2506,0,0,2982,1,0,0,0
?,?,2.2929,8,?,?,?,-20,?,0,450,49,26,2506,0,0,725,2,8511,1,0
253.52,?,1.7941,88,?,58362,9054,4,?,?,222,397,26,7240,6599,0,2409,1,0,0,0
286.96,?,0.85879,36,?,?,972,12,?,?,?,382,26,7627,0,0,283,1,7151,2,0
166.56,?,0.26789,50,?,25641,3573,4,?,?,348,329,35,6349,21295,0,1652,1,11738,2,0
298.64,?,0.19269,100,?,347530,333,-22,?,?,324,359,26,6254,10509,2,4254,2,11353,1,0
200,?,0.59688,124,?,?,5616,?,?,?,306,363,1,3895,0,0,2788,1,9036,1,0
166.56,?,4.3619,14,?,?,0,4,?,?,?,399,34,1725,0,0,4156,1,13086,2,0
186.64,?,0.3401,42,?,?,13770,18,?,?,?,283,26,2695,0,0,5187,1,1932,2,0
220.08,?,6.984,46,?,?,6462,22,?,?,?,159,26,4837,0,0,5397,1,575,1,0
166.56,?,3.0438,118,?,62934,10755,?,?,?,?,216,1,873,0,0,4270,1,19065,1,0
200,?,4.0829,44,?,?,0,-30,?,?,?,389,26,3476,0,0,4836,1,4500,2,0
220.08,?,2.831,64,?,10344,5112,40,?,?,324,189,26,7011,21284,0,4508,1,8898,1,0
133.12,?,3.545,154,?,549880,33084,38,?,?,?,359,6,2357,7452,0,3109,1,494,2,0
133.12,?,1.2527,130,?,?,9405,?,?,?,342,35,1,1150,10606,2,3998,1,3644,2,0
166.56,?,4.8003,156,?,?,2205,28,?,?,282,213,1,1277,15567,0,698,1,5034,2,0
133.12,?,5.9887,104,?,272240,46251,-30,?,?,282,189,26,5614,20138,0,4230,1,3263,2,0
184.88,?,0.23179,80,?,?,14382,?,?,?,?,70,26,2316,11498,0,2817,1,13834,2,0
?,0,6.9325,4,0,?,?,-20,?,?,?,20,26,881,0,0,1385,2,16319,2,0
166.56,?,5.1376,46,?,?,16569,22,?,?,?,48,26,3063,18774,2,3259,1,10064,1,0
200,?,5.9342,64,?,?,0,?,?,?,?,274,26,6279,14272,0,777,1,31,2,0
200,?,5.5223,16,?,169100,0,?,?,?,234,123,26,4911,0,0,4633,1,15795,2,0
166.56,?,2.5544,82,?,19617,6039,58,?,?,192,308,26,4956,0,0,982,1,98,1,0
120.4,?,2.2444,52,?,?,49536,-20,?,?,?,146,26,2083,6560,0,3824,2,1850,2,0
417.28,?,4.7396,12,?,3303,0,-26,?,?,360,314,26,4743,0,0,4427,1,2161,2,0
335.84,?,4.2459,34,?,53259,15039,?,?,?,?,80,26,5249,0,0,2477,1,6280,2,0
?,0,1.9368,4,0,?,?,-20,?,?,192,57,26,843,0,0,2446,2,11085,1,0
196.64,?,0.62017,204,?,?,21717,28,?,?,?,379,1,2959,7866,2,4289,1,16182,2,0
260.24,?,5.0602,118,?,?,10386,4,?,?,378,9,1,3819,0,0,3711,1,5277,2,0
?,?,1.6402,8,?,?,?,4,?,0,?,240,26,2272,0,0,1133,1,14570,2,0
186.64,?,3.7045,26,?,27624,0,4,?,?,138,363,26,3825,0,0,1085,1,5578,2,0
166.56,?,1.6742,44,?,?,68895,20,?,?,?,82,26,5136,0,0,1291,1,10617,2,0
358.72,?,4.6644,112,?,242990,30978,?,?,?,?,9,1,7411,0,0,4138,1,9723,1,0
233.44,?,6.0436,108,?,43158,12834,?,?,?,156,294,1,3324,4979,2,1492,1,8395,1,0
220.08,?,1.5533,54,?,?,12627,?,?,?,?,8,26,7240,13250,2,1398,1,4343,1,0
166.56,?,1.2897,198,?,1626,306,-30,?,?,396,352,1,3382,12678,2,5121,1,17619,1,0
257.92,?,1.7242,196,?,29898,2484,8,?,?,234,202,3,4611,10287,0,2920,1,17826,2,0
86.96,?,2.1374,14,?,495,0,4,?,?,?,28,26,2806,0,0,411,1,14815,1,0
253.52,?,1.6492,168,?,57039,123020,?,?,?,324,163,1,4272,9862,2,986,1,795,1,0
286.96,?,1.4881,80,?,69594,51129,6,?,?,?,367,26,4797,9082,0,2267,1,11344,2,0
166.56,?,1.27,40,?,92130,6363,-30,?,?,?,311,26,6769,0,0,4513,1,1453,2,0
303.68,?,0.14356,38,?,0,20880,14,?,?,144,227,26,1272,0,0,5995,1,18170,2,0
338.56,?,1.5131,104,?,10605,57465,-30,?,?,?,270,20,2060,8075,0,2087,1,2262,1,0
166.56,?,5.6304,54,?,?,48609,30,?,?,?,395,26,2269,15278,0,1767,1,2895,2,0
166.56,?,0.75411,82,?,?,594,?,?,?,210,393,26,2083,7959,2,1882,1,3235,1,0
166.56,?,3.9434,112,?,59865,104860,-30,?,?,?,166,50,7164,11595,2,5910,1,8169,2,0
331.84,?,5.6479,176,?,99795,7182,-26,?,?,384,154,45,3469,11522,2,1458,1,5205,2,0
699.84,?,0.16407,40,?,?,1593,14,?,?,186,156,26,5274,0,0,1519,1,4012,2,0
253.52,?,5.1863,48,?,22410,1080,-20,?,?,174,68,26,1301,16023,0,1516,2,13771,1,0
220.48,?,5.6586,42,?,?,39258,?,?,?,?,84,26,5802,0,0,5365,1,18888,2,0
133.12,?,6.1075,130,?,379580,13806,?,?,?,216,222,44,4016,22434,2,687,1,11651,1,0
334.4,?,2.2805,160,?,19524,7839,?,?,?,?,176,1,2455,16258,2,1781,1,11588,1,0
200,?,1.4941,114,?,13662,83205,4,?,?,192,45,1,613,3483,0,636,1,9764,2,0
220.08,?,3.0474,76,?,51861,8964,28,?,?,264,12,26,4837,7126,2,907,1,12063,1,0
166.56,?,0.88507,58,?,813,8217,34,?,?,?,246,26,1265,18686,0,1560,1,11879,2,0
166.56,?,2.3179,48,?,72285,31716,24,?,?,?,268,26,713,12755,2,4545,1,3114,1,0
186.64,?,5.9917,42,?,102340,21618,?,?,?,186,366,26,1236,0,0,2097,1,1558,2,0
?,?,4.1741,10,?,?,?,-20,?,?,414,9,34,3324,0,0,2053,2,14318,1,0
286.96,?,0.24952,24,?,?,0,4,?,?,234,0,26,7902,0,0,2235,1,14804,1,0
?,?,3.1916,8,?,?,?,-16,?,0,?,350,26,2820,0,0,2112,2,11377,1,0
?,0,0.4687,4,0,?,?,-20,?,?,246,192,26,2546,0,0,1669,1,6247,1,0
186.64,?,6.2391,22,?,?,0,4,?,?,?,50,26,6822,0,0,4302,1,10053,2,0
220.08,?,4.0323,52,?,91629,2673,-22,?,?,?,115,26,6360,14233,2,5487,2,11353,1,0
133.12,?,4.016,66,?,6027,10881,-30,?,?,174,266,26,2501,19234,2,5108,1,9717,2,0
200,?,1.1632,80,?,?,33849,32,?,?,?,82,26,713,20181,2,3336,1,10307,1,0
266.88,?,0.89383,26,?,?,0,4,?,?,?,236,26,3099,0,0,5245,1,15865,1,1
230.56,?,1.7815,16,?,21915,0,-8,?,?,?,153,26,931,0,0,4390,2,16485,1,0
253.52,?,3.9372,30,?,63849,12132,-20,?,?,144,161,26,4503,0,0,1674,2,6563,2,0
166.56,?,4.2574,198,?,?,1278,24,?,?,252,365,1,1656,16609,2,1216,1,18732,1,0
186.64,?,0.25059,36,?,?,123090,12,?,?,252,329,26,4179,0,0,2105,1,8608,2,0
?,?,6.4738,8,?,?,?,4,?,0,?,118,26,4797,0,0,976,1,11963,1,0
186.64,?,5.599,32,?,?,0,8,?,?,?,92,26,446,0,0,2503,1,17086,1,0
166.56,?,6.5704,18,?,24606,0,4,?,?,?,157,26,1665,0,0,1487,1,13042,2,0
187.28,?,6.5719,202,?,53628,9792,?,?,?,?,62,29,5044,19208,0,3583,1,16076,2,0
233.44,?,2.0705,50,?,59505,1400000,?,?,?,228,236,26,7723,3412,2,4666,1,14192,1,0
166.56,?,6.0763,42,?,3603,64584,4,?,?,?,347,26,6082,0,0,763,1,17323,2,0
314.8,?,3.1773,86,?,4833,15777,62,?,?,?,125,26,713,20279,0,5209,1,1181,2,0
293.84,?,6.59,56,?,?,104310,-28,?,?,?,50,6,2053,220,0,571,1,12335,2,0
186.64,?,5.602,170,?,197450,1377,-26,?,?,?,48,1,8034,12536,0,509,1,2591,1,0
170.64,?,1.1414,18,?,161960,0,4,?,?,?,194,26,2141,0,0,3069,1,1762,1,0
259.68,?,6.8953,52,?,?,75636,-28,?,?,?,232,26,6512,16498,0,4797,1,3132,2,0
166.56,?,6.147,42,?,42453,90,?,?,?,?,219,26,2053,0,0,5356,1,1329,1,0
253.52,?,3.8359,136,?,?,5292,4,?,?,?,266,1,6254,16824,0,3742,1,11314,2,0
?,?,4.9316,6,?,?,?,?,0,?,?,367,26,2726,0,0,3236,1,2584,1,0
220.08,?,6.0835,24,?,?,?,4,?,?,162,266,26,3099,0,0,3852,1,7518,1,0
33.44,?,2.5213,96,?,7368,52155,-20,?,?,192,83,35,4871,3216,0,3110,2,8832,2,0
?,?,0.22858,8,?,?,?,-18,?,0,?,388,26,6709,0,0,4699,2,1887,1,1
?,?,2.7642,10,?,?,?,-30,?,?,?,288,26,3825,0,0,4130,1,4170,1,0
169.44,?,5.1318,206,?,?,1179,?,?,?,?,14,32,2506,14879,2,2119,1,7592,1,0
